Ensembl Gene ID	Associated Gene Name	Descriptio
C27A2.10	C27A2.10
F54D5.19	F54D5.19
F31E8.14	F31E8.14
C09D8.3	C09D8.3
F54C9.17	F54C9.17
F12A10.10	21ur-12072
R153.6	R153.6
C09E8.5	anr-27
R05F9.15	R05F9.15
C33C12.13	anr-48
R11F4.6	R11F4.6
Y39G8C.10	Y39G8C.10
F59B10.8	F59B10.8
C04A2.10	C04A2.10
F40F8.14	F40F8.14
B0495.12	B0495.12
Y39G8C.6	Y39G8C.6
B0454.24	B0454.24
T05A8.9	T05A8.9
M110.11	M110.11
Y46G5A.46	Y46G5A.46
K06A1.7	K06A1.7
W02B12.17	W02B12.17
ZK131.13	ZK131.13
F01D5.14	F01D5.14
F10C1.21	linc-122
F39E9.16	F39E9.16
C29H12.14	C29H12.14
C47G2.14	C47G2.14
Y17G7A.3	Y17G7A.3
C44B7.20	C44B7.20
F56D1.12	F56D1.12
D1022.14	D1022.14
T24B8.9	T24B8.9
C41C4.18	C41C4.18
T09A5.20	T09A5.20
T24B8.13	T24B8.13
C47G2.22	C47G2.22
F37B12.5	F37B12.5
F35D2.17	F35D2.17
C09G5.10	C09G5.10
F07A11.13	F07A11.13
F54F11.4	F54F11.4
Y51H7C.32	Y51H7C.32
F09C12.13	F09C12.13
T06D8.17	T06D8.17
K08F8.12	K08F8.12
Y51H7C.26	Y51H7C.26
W07G1.12	W07G1.12
T05A6.7	21ur-12243
T01H3.10	linc-93
K10G6.8	K10G6.8
T08H4.7	T08H4.7
Y51H7C.35	Y51H7C.35
C13A10.4	C13A10.4
C34F11.12	C34F11.12
ZK75.5	21ur-13598
F33H1.8	21ur-13428
T25D3.6	T25D3.6
Y53F4B.52	Y53F4B.52
K06A1.9	K06A1.9
B0432.18	B0432.18
W07G1.22	W07G1.22
C09H10.15	C09H10.15
C34F11.16	C34F11.16
Y51H7C.37	Y51H7C.37
Y53F4B.45	Y53F4B.45
T24B8.21	T24B8.21
C13B4.4	21ur-11165
K04B12.4	21ur-12471
T24H10.10	21ur-15099
C32D5.17	C32D5.17
F57G9.8	21ur-15291
Y43H11AL.6	Y43H11AL.6
R10H1.6	R10H1.6
Y51H7C.19	Y51H7C.19
T24B8.17	T24B8.17
F47F6.11	F47F6.11
C08G5.8	21ur-13316
F58F12.5	F58F12.5
W07G1.18	W07G1.18
Y54G9A.16	Y54G9A.16
C18D1.18	C18D1.18
C33F10.16	C33F10.16
Y57A10A.43	anr-2
C56E6.11	C56E6.11
B0457.13	B0457.13
E01F3.3	E01F3.3
C18A3.19	C18A3.19
F18C5.11	21ur-15425
T24B8.23	T24B8.23
Y51H7C.18	Y51H7C.18
F14D2.16	F14D2.16
W07G1.11	W07G1.11
F53G2.10	F53G2.10
R166.9	R166.9
F33G12.8	F33G12.8
K10B2.6	linc-27
R03D7.14	R03D7.14
Y57A10A.41	Y57A10A.41
F54D12.18	F54D12.18
F12A10.12	F12A10.12
T14D7.4	T14D7.4
B0457.17	B0457.17
F09C12.9	21ur-15067
F28C6.12	21ur-14216
T01H3.6	T01H3.6
F49E12.14	F49E12.14
ZK84.9	ZK84.9
Y48C3A.22	Y48C3A.22
M176.12	21ur-15579
B0034.16	B0034.16
C29H12.8	C29H12.8
T21B4.19	T21B4.19
B0495.20	B0495.20
C04H4.5	C04H4.5
ZK250.12	21ur-11933
K02A2.8	K02A2.8
R09D1.15	21ur-12211
C41H7.10	C41H7.10
F54D12.16	F54D12.16
Y51H7C.20	Y51H7C.20
T22C8.10	T22C8.10
ZK945.13	ZK945.13
B0334.17	B0334.17
Y39G8B.12	Y39G8B.12
F54D5.20	F54D5.20
F41G3.22	F41G3.22
B0495.15	B0495.15
Y54G9A.11	Y54G9A.11
T27F7.9	T27F7.9
ZK930.14	linc-47
C44C11.4	C44C11.4
Y51H7C.39	Y51H7C.39
K03H9.10	K03H9.10
C50E10.13	C50E10.13
T05A6.12	T05A6.12
K07C10.3	K07C10.3
C09D8.12	C09D8.12
C06A8.12	21ur-13586
W06A11.5	anr-41
B0491.9	B0491.9
F40H3.16	F40H3.16
R153.4	R153.4
Y51H7C.40	Y51H7C.40
T24H10.9	21ur-13301
C05D12.9	C05D12.9
F59H5.4	F59H5.4
F35D2.15	F35D2.15
F54A3.11	F54A3.11
C47G2.16	C47G2.16
D1022.16	D1022.16
D2013.13	D2013.13
F02E11.8	F02E11.8
C18A3.17	C18A3.17
Y46E12BL.10	linc-152
C04A2.13	C04A2.13
F54D12.21	F54D12.21
T01B7.12	T01B7.12
C18E9.14	C18E9.14
C28F5.6	C28F5.6
C13B4.6	C13B4.6
Y39G8C.8	Y39G8C.8
C47D12.9	C47D12.9
F56D1.14	F56D1.14
F55C12.16	F55C12.16
T16D1.3	linc-49
Y62F5A.13	Y62F5A.13
Y17G7A.2	Y17G7A.2
ZK1290.17	21ur-14885
Y53F4B.55	Y53F4B.55
F33A8.12	F33A8.12
M03A1.10	M03A1.10
C18D1.15	C18D1.15
K07C10.4	K07C10.4
Y51H7D.2	Y51H7D.2
T25D10.10	T25D10.10
F38A3.4	F38A3.4
F14F11.4	F14F11.4
F09C12.11	F09C12.11
F32A5.10	linc-125
R53.11	R53.11
T12C9.10	T12C9.10
T27A1.9	T27A1.9
R03D7.12	R03D7.12
Y49F6B.16	Y49F6B.16
ZK675.6	ZK675.6
C23H3.10	C23H3.10
Y48B6A.18	Y48B6A.18
F57F10.4	F57F10.4
Y43H11AL.8	Y43H11AL.8
C44B7.16	C44B7.16
F09E5.21	F09E5.21
C33F10.18	C33F10.18
C03H5.8	C03H5.8
C04A2.9	C04A2.9
R03H10.10	R03H10.10
F58F12.7	F58F12.7
F54A3.9	F54A3.9
C56E6.14	C56E6.14
C15F1.12	C15F1.12
M05D6.11	21ur-12701
Y57A10A.38	Y57A10A.38
T25D10.9	T25D10.9
K12H6.13	K12H6.13
R05H5.8	tts-2
F58G1.11	F58G1.11
K10H10.11	K10H10.11
K08A2.12	K08A2.12
F31E8.15	F31E8.15
W02B8.10	W02B8.10
C18A3.14	C18A3.14
F07F6.10	F07F6.10
R07G3.11	R07G3.11
F59G1.9	21ur-12205
F31E8.9	F31E8.9
R10H1.8	R10H1.8
K08F8.14	K08F8.14
T05C1.7	T05C1.7
F43G6.14	F43G6.14
C09H10.13	C09H10.13
W07G1.16	W07G1.16
F39E9.20	F39E9.20
ZK970.9	21ur-14772
F56D1.16	linc-127
K08F8.9	K08F8.9
T07D3.11	T07D3.11
F59H5.6	linc-8
T01H3.9	T01H3.9
F08B1.7	anr-54
T06D8.14	T06D8.14
K07E8.13	K07E8.13
C41C4.13	21ur-13985
T24B8.15	T24B8.15
C47G2.20	C47G2.20
F46C5.14	linc-72
C34F11.11	C34F11.11
Y49F6C.10	21ur-8285
Y53C12A.12	Y53C12A.12
M28.12	21ur-14768
C32D5.15	C32D5.15
Y46E12BL.6	Y46E12BL.6
Y49F6B.18	linc-71
F42G4.9	F42G4.9
C33B4.6	21ur-13330
C18D1.10	21ur-14969
F59G1.10	F59G1.10
T19H5.10	21ur-11208
T12C9.8	T12C9.8
F32A11.8	F32A11.8
C38C6.9	C38C6.9
C01G6.12	21ur-15523
Y51H7C.31	Y51H7C.31
D2089.6	D2089.6
B0495.22	B0495.22
T12C9.9	T12C9.9
C08B11.11	C08B11.11
F42G2.9	F42G2.9
H35N03.2	H35N03.2
R53.10	R53.10
C17F4.13	C17F4.13
ZK546.20	ZK546.20
C29F5.9	21ur-14812
T14B4.18	T14B4.18
T09A5.19	T09A5.19
R134.3	21ur-15401
C01G12.15	C01G12.15
C54A12.8	C54A12.8
F55C12.14	F55C12.14
ZK1248.21	ZK1248.21
F48A11.10	F48A11.10
K07E8.14	K07E8.14
W07G1.20	W07G1.20
C30B5.15	C30B5.15
Y51H7C.33	Y51H7C.33
R153.8	R153.8
C09D8.8	C09D8.8
C34C6.11	linc-120
C13A10.5	C13A10.5
T09A5.23	linc-133
T10D4.18	T10D4.18
T27D12.8	T27D12.8
B0491.11	B0491.11
F14F11.5	F14F11.5
C41C4.14	C41C4.14
C18D1.13	C18D1.13
Y53C12B.9	Y53C12B.9
C06A8.17	C06A8.17
F55C12.12	F55C12.12
T24B8.11	T24B8.11
W08F4.16	W08F4.16
F15A4.14	21ur-13811
B0454.20	B0454.20
C47G2.10	C47G2.10
Y17G7B.24	Y17G7B.24
R05G9.4	R05G9.4
F54H5.8	F54H5.8
F21H12.8	F21H12.8
W10G11.23	W10G11.23
K04B12.7	K04B12.7
W08F4.17	W08F4.17
Y51H7C.30	Y51H7C.30
C17C3.21	C17C3.21
B0034.15	B0034.15
F37B12.11	F37B12.11
F59H5.5	F59H5.5
M03A1.12	M03A1.12
Y53F4B.56	Y53F4B.56
F37B12.14	F37B12.14
C34F11.18	C34F11.18
B0286.9	B0286.9
B0034.8	B0034.8
Y51H7C.24	Y51H7C.24
Y54G9A.13	Y54G9A.13
F47F6.13	F47F6.13
K04B12.6	K04B12.6
B0457.7	21ur-14377
C09D8.15	C09D8.15
K03H9.15	K03H9.15
C06A8.16	C06A8.16
T06D8.16	T06D8.16
Y62F5A.15	Y62F5A.15
Y51B9A.13	Y51B9A.13
ZK945.12	ZK945.12
R12C12.13	R12C12.13
C47G2.18	C47G2.18
F13D12.11	F13D12.11
C56E6.12	C56E6.12
B0454.17	B0454.17
W02B8.12	W02B8.12
C41C4.20	C41C4.20
C44B7.14	21ur-11619
T24F1.8	T24F1.8
R07G3.15	R07G3.15
F59H6.13	F59H6.13
F54A3.7	F54A3.7
W07G1.17	W07G1.17
C33B4.9	C33B4.9
C07E3.14	C07E3.14
T05A8.10	T05A8.10
R12C12.11	R12C12.11
F31E8.18	F31E8.18
B0334.18	B0334.18
T21B10.8	T21B10.8
B0495.14	B0495.14
T19D12.13	T19D12.13
T28D9.15	T28D9.15
F54H5.6	21ur-12367
C18H9.11	C18H9.11
R166.11	R166.11
Y38E10A.31	Y38E10A.31
F33A8.11	F33A8.11
M02G9.6	M02G9.6
B0252.9	21ur-12059
F58F12.10	F58F12.10
B0454.12	B0454.12
C30G12.9	C30G12.9
C50E10.16	C50E10.16
B0454.19	B0454.19
B0454.22	B0454.22
VF13D12L.4	21ur-14685
C50D2.11	C50D2.11
C18A3.20	C18A3.20
C25H3.19	C25H3.19
T13B5.10	T13B5.10
C28F5.7	C28F5.7
F09E5.23	F09E5.23
T24B8.10	T24B8.10
C25H3.20	C25H3.20
F57F10.2	F57F10.2
F40H3.14	F40H3.14
F58F12.8	F58F12.8
T19H5.8	21ur-14961
K08A2.10	K08A2.10
K06A1.8	K06A1.8
D1022.12	D1022.12
T19H5.9	21ur-14693
K07C10.6	K07C10.6
F26G1.12	F26G1.12
B0034.14	B0034.14
F54H5.10	F54H5.10
M195.6	M195.6
T05A6.14	T05A6.14
Y59C2A.4	Y59C2A.4
T01B7.11	T01B7.11
F08G2.13	F08G2.13
F22D3.8	F22D3.8
Y46E12BL.8	Y46E12BL.8
F37B12.8	F37B12.8
Y51H7C.28	Y51H7C.28
C09H10.11	C09H10.11
K10B4.8	K10B4.8
W03C9.11	W03C9.11
K12H6.15	K12H6.15
F10C1.22	linc-44
ZK970.11	ZK970.11
ZK1290.21	ZK1290.21
Y39G8C.12	Y39G8C.12
F28B12.5	F28B12.5
T05C12.13	T05C12.13
F48A11.8	F48A11.8
T10B9.13	T10B9.13
T10D4.16	T10D4.16
Y43H11AL.5	Y43H11AL.5
F22B5.12	F22B5.12
T09A5.17	T09A5.17
Y46G5A.44	21ur-14976
Y54E2A.14	21ur-13213
F31E8.13	F31E8.13
C38C6.7	C38C6.7
C30B5.10	C30B5.10
T27F7.6	T27F7.6
B0457.15	B0457.15
M03A1.9	21ur-14843
Y46E12BL.9	Y46E12BL.9
F55C12.9	F55C12.9
Y48B6A.19	Y48B6A.19
F54D12.20	F54D12.20
C29F5.10	21ur-14881
F59G1.12	F59G1.12
W09H1.7	W09H1.7
F08G2.18	F08G2.18
H20J04.10	H20J04.10
ZK1067.10	ZK1067.10
F31E8.11	F31E8.11
F40H3.8	F40H3.8
F35H8.11	F35H8.11
B0457.9	B0457.9
F37B12.6	F37B12.6
C30B5.13	C30B5.13
B0454.23	B0454.23
ZK84.12	ZK84.12
C07E3.16	C07E3.16
F35C11.13	F35C11.13
F07A11.11	F07A11.11
B0495.19	B0495.19
Y53F4B.58	Y53F4B.58
W01D2.8	W01D2.8
F46C5.13	F46C5.13
F56D12.8	F56D12.8
C06C3.14	C06C3.14
F10C1.11	F10C1.11
F01D5.13	F01D5.13
Y49F6A.9	linc-17
B0034.17	B0034.17
C30B5.8	21ur-14845
R52.12	R52.12
ZK1067.9	21ur-14808
Y57A10A.40	Y57A10A.40
W02B8.7	W02B8.7
C32D5.19	C32D5.19
C54A12.6	C54A12.6
F44E5.7	F44E5.7
K08A2.15	K08A2.15
C18D1.20	C18D1.20
Y53F4B.53	Y53F4B.53
K08F8.10	K08F8.10
C04H4.3	C04H4.3
K03H9.6	K03H9.6
F26G1.14	F26G1.14
C18D1.17	C18D1.17
T14B4.14	T14B4.14
C17C3.23	C17C3.23
ZK84.10	ZK84.10
C33F10.24	C33F10.24
F39E9.18	F39E9.18
C50E10.12	C50E10.12
C07E3.12	21ur-14788
W08F4.14	W08F4.14
Y39G8B.11	Y39G8B.11
K01A2.14	K01A2.14
C15F1.14	C15F1.14
W10G11.21	21ur-14923
F54D12.19	F54D12.19
F35H8.8	21ur-14191
Y43H11AL.4	21ur-15264
C08B11.13	C08B11.13
ZK1131.2	ZK1131.2
C44C11.3	C44C11.3
T08H4.4	21ur-13771
C56E6.10	C56E6.10
T24F1.9	T24F1.9
C07H4.3	C07H4.3
C47G2.13	C47G2.13
Y51H7C.21	Y51H7C.21
Y110A2AL.18	Y110A2AL.18
F40H3.12	F40H3.12
DH11.7	DH11.7
T14B4.16	T14B4.16
Y48B6A.22	Y48B6A.22
R153.7	R153.7
C18D1.19	C18D1.19
F44E5.13	F44E5.13
C33F10.15	C33F10.15
F47F6.15	F47F6.15
F10C1.17	F10C1.17
F56D12.10	F56D12.10
K02E7.14	linc-13
M176.14	M176.14
C09D8.6	C09D8.6
F18C5.13	F18C5.13
Y57G7A.13	Y57G7A.13
ZK945.10	ZK945.10
K03H9.4	21ur-12627
M28.13	M28.13
T28D9.13	T28D9.13
F54H5.12	F54H5.12
F49C5.14	F49C5.14
F13H8.14	F13H8.14
B0454.15	B0454.15
C17G10.12	C17G10.12
T05A6.9	T05A6.9
C29H12.7	C29H12.7
T25E4.3	T25E4.3
C18A3.13	C18A3.13
F10C1.14	F10C1.14
Y38F1A.13	Y38F1A.13
F54D12.14	F54D12.14
Y51B9A.11	21ur-13955
Y38F1A.11	Y38F1A.11
C34F11.14	C34F11.14
T21B10.10	T21B10.10
F44E5.16	F44E5.16
T05A6.16	T05A6.16
Y14H12A.3	Y14H12A.3
R03C1.5	R03C1.5
C18A3.22	C18A3.22
Y57A10B.10	Y57A10B.10
B0252.10	21ur-15020
T09A5.22	linc-110
W07G1.14	W07G1.14
W01C9.8	21ur-15370
C56C10.14	C56C10.14
B0432.16	B0432.16
C44B7.18	C44B7.18
C18A3.18	C18A3.18
R07G3.13	R07G3.13
F55C12.10	F55C12.10
E04D5.7	E04D5.7
W02B8.8	W02B8.8
F35D2.8	F35D2.8
T08H4.6	T08H4.6
Y48B6A.24	linc-74
T24B8.8	21ur-14806
F35D2.12	F35D2.12
K10G6.6	K10G6.6
F43C11.15	F43C11.15
F09E5.19	F09E5.19
E04F6.17	E04F6.17
T14B4.13	T14B4.13
B0432.17	B0432.17
F10C1.20	F10C1.20
F35D2.7	F35D2.7
K08F8.13	K08F8.13
Y51H7C.38	Y51H7C.38
K08F8.11	K08F8.11
W07G1.21	W07G1.21
C52E12.8	C52E12.8
W07G1.13	W07G1.13
ZK622.9	ZK622.9
T24B8.22	T24B8.22
T27F7.11	T27F7.11
F08B1.8	F08B1.8
C09H10.18	C09H10.18
K08A2.13	K08A2.13
ZK84.13	ZK84.13
K02F6.10	K02F6.10
F09C12.14	F09C12.14
Y53F4B.50	21ur-12457
F33A8.13	F33A8.13
F52H3.9	F52H3.9
R03D7.11	R03D7.11
T09A5.21	T09A5.21
C27D6.14	C27D6.14
Y48B6A.20	Y48B6A.20
ZK970.10	ZK970.10
Y57A10A.39	Y57A10A.39
C18D1.14	C18D1.14
C44B7.19	C44B7.19
F37H8.8	F37H8.8
F55C12.17	F55C12.17
C44C11.5	C44C11.5
C01B12.9	C01B12.9
F58A6.12	F58A6.12
F47F6.10	21ur-12864
Y51H7D.1	Y51H7D.1
Y54G9A.15	Y54G9A.15
F39E9.21	F39E9.21
C09D8.9	C09D8.9
K10G6.7	K10G6.7
C08G5.9	C08G5.9
ZK675.7	ZK675.7
F08G2.17	F08G2.17
C34F11.10	C34F11.10
M02G9.5	M02G9.5
F57G9.9	21ur-14127
T24B8.18	T24B8.18
F56D1.10	F56D1.10
B0454.13	B0454.13
Y46E12BR.2	Y46E12BR.2
F10C1.12	F10C1.12
W02B12.18	W02B12.18
T05A6.11	T05A6.11
2RSSE.5	2RSSE.5
F32A5.9	F32A5.9
M110.12	M110.12
F40H3.10	F40H3.10
K02A2.9	K02A2.9
F54C9.16	F54C9.16
T25D3.5	T25D3.5
F54D12.12	F54D12.12
C09H10.20	C09H10.20
Y25C1A.15	Y25C1A.15
K03H9.14	K03H9.14
ZK945.15	ZK945.15
F15D4.10	21ur-10492
T21B10.13	T21B10.13
C50E10.14	C50E10.14
F18A1.9	F18A1.9
C06A1.10	C06A1.10
C09D8.11	C09D8.11
C52E12.10	linc-73
C18A3.16	C18A3.16
F10C1.19	F10C1.19
T01H3.7	T01H3.7
C05D12.11	C05D12.11
F44E5.11	F44E5.11
F26H11.10	F26H11.10
F59B10.9	F59B10.9
R52.11	R52.11
B0457.18	B0457.18
ZK131.12	ZK131.12
F57F10.3	F57F10.3
F35D2.10	F35D2.10
C01B9.7	C01B9.7
C29H12.11	C29H12.11
K06A1.10	K06A1.10
F59B10.7	F59B10.7
C44B7.15	C44B7.15
B0495.18	B0495.18
C07E3.11	21ur-12159
R153.5	R153.5
F56D1.13	F56D1.13
C47G2.15	C47G2.15
ZK675.5	21ur-15116
D2062.14	linc-66
C44B7.21	C44B7.21
F07A11.12	F07A11.12
B0034.10	B0034.10
C29H12.13	C29H12.13
Y62F5A.16	Y62F5A.16
C33F10.25	linc-139
F37B12.10	F37B12.10
F59B10.10	F59B10.10
T05A6.18	T05A6.18
F54A3.10	F54A3.10
D1022.15	D1022.15
T27A1.8	T27A1.8
F33G12.9	F33G12.9
C24H12.13	C24H12.13
F37H8.13	anr-35
F40H3.15	F40H3.15
C09G5.11	C09G5.11
C04A2.12	C04A2.12
C04A2.11	C04A2.11
Y49F6C.11	linc-11
R11F4.5	R11F4.5
ZK1290.20	ZK1290.20
T05C12.12	T05C12.12
C34F11.15	C34F11.15
F44E5.14	F44E5.14
F39E9.23	F39E9.23
K04B12.5	K04B12.5
F39E9.17	F39E9.17
C04G6.14	C04G6.14
T25D10.8	T25D10.8
F43G6.13	F43G6.13
Y53C12A.9	21ur-12807
C18D1.12	C18D1.12
Y51H7C.23	Y51H7C.23
F08B1.6	21ur-10456
C33B4.7	C33B4.7
F54F11.5	F54F11.5
C09D8.2	C09D8.2
F32A5.11	F32A5.11
K02A2.10	K02A2.10
F09C12.12	F09C12.12
C47G2.21	C47G2.21
K05F6.13	21ur-12968
Y48B6A.17	Y48B6A.17
W08F4.19	W08F4.19
Y49F6B.15	Y49F6B.15
T14B4.17	T14B4.17
F14F11.3	F14F11.3
C16C8.23	C16C8.23
R10H1.7	R10H1.7
C47G2.11	C47G2.11
F58F12.6	F58F12.6
C09H10.16	C09H10.16
C27A2.9	21ur-11529
T08H4.8	T08H4.8
F54A3.8	F54A3.8
ZK622.7	ZK622.7
Y48C3A.25	Y48C3A.25
C06C3.13	C06C3.13
T07H3.9	T07H3.9
C33F10.17	C33F10.17
C23H3.11	C23H3.11
F37B12.9	F37B12.9
ZK970.12	anr-52
C18A3.15	C18A3.15
K10B4.9	K10B4.9
F56D1.9	F56D1.9
B0034.11	B0034.11
W07G1.19	W07G1.19
C18A3.21	C18A3.21
C32D5.16	C32D5.16
C56E6.8	21ur-14585
C27A2.11	C27A2.11
W07E6.7	W07E6.7
K08A2.11	K08A2.11
F37H8.10	F37H8.10
F57F10.6	F57F10.6
B0432.19	B0432.19
C09D8.13	C09D8.13
F31E8.8	F31E8.8
K05F1.12	K05F1.12
Y51H7BM.2	Y51H7BM.2
C41C4.15	C41C4.15
T21B10.11	T21B10.11
F08G2.15	F08G2.15
F58G1.12	F58G1.12
F18A11.9	F18A11.9
F18A11.8	F18A11.8
T25D3.7	T25D3.7
K01A2.15	K01A2.15
F10E7.12	F10E7.12
K08F8.8	K08F8.8
T24B8.16	T24B8.16
Y46E12BL.5	Y46E12BL.5
B0454.11	21ur-14095
Y53F4A.4	Y53F4A.4
Y53F4B.49	21ur-12600
T07D3.10	T07D3.10
K08A2.9	K08A2.9
M176.13	M176.13
T19D12.11	T19D12.11
F42G2.11	anr-39
Y39G8C.7	Y39G8C.7
C06A8.14	C06A8.14
Y51H7BR.10	Y51H7BR.10
B0495.16	B0495.16
B0457.11	B0457.11
B0457.16	B0457.16
ZK930.12	ZK930.12
F56D1.15	F56D1.15
F52H3.10	F52H3.10
D1022.10	21ur-14726
F54D12.17	F54D12.17
Y51H7C.16	Y51H7C.16
F07E5.11	F07E5.11
Y53F4B.60	Y53F4B.60
T21B4.18	T21B4.18
F55C12.15	F55C12.15
F45E10.3	F45E10.3
K03H9.12	K03H9.12
Y38E10A.30	Y38E10A.30
F18A11.11	F18A11.11
F37H8.11	F37H8.11
2RSSE.7	2RSSE.7
2RSSE.8	2RSSE.8
K03H9.11	K03H9.11
F55C12.8	F55C12.8
M28.11	21ur-15552
C41H7.11	C41H7.11
ZK669.8	ZK669.8
R153.3	R153.3
W09G10.8	W09G10.8
F44E5.9	F44E5.9
C33F10.23	C33F10.23
C13B4.5	C13B4.5
Y43H11AL.7	Y43H11AL.7
F35D2.16	F35D2.16
T27F7.8	T27F7.8
T11F1.10	T11F1.10
F22D3.10	linc-35
ZK930.13	ZK930.13
C24H12.15	C24H12.15
C06A1.12	C06A1.12
M03A1.11	M03A1.11
ZK1290.18	ZK1290.18
Y16E11A.3	linc-46
F07A11.7	21ur-15148
T09A5.18	T09A5.18
F33H1.9	F33H1.9
T25D10.7	T25D10.7
Y49F6A.10	linc-68
C33F10.21	C33F10.21
C18E9.12	C18E9.12
W01G7.6	W01G7.6
F59G1.13	F59G1.13
K10H10.14	K10H10.14
C01B12.10	C01B12.10
T21B4.21	T21B4.21
Y39G8C.9	Y39G8C.9
C04A2.14	C04A2.14
F40F8.13	F40F8.13
F42G4.10	F42G4.10
F38A3.5	F38A3.5
K03H9.8	K03H9.8
F07A11.14	F07A11.14
B0334.16	B0334.16
Y51H7C.25	Y51H7C.25
ZK250.11	21ur-15590
C05D12.8	C05D12.8
C30B5.16	C30B5.16
B0454.25	B0454.25
Y48C3A.23	Y48C3A.23
D1022.11	D1022.11
R166.6	R166.6
K07C10.5	K07C10.5
C06A1.11	C06A1.11
B0495.13	B0495.13
ZK938.9	ZK938.9
Y49F6B.17	Y49F6B.17
DH11.6	21ur-15545
Y51B9A.12	Y51B9A.12
W02B8.11	W02B8.11
VT21B10L.1	VT21B10L.1
Y51H7C.22	Y51H7C.22
C08H9.17	21ur-11344
F10C1.10	21ur-13630
K08A2.16	K08A2.16
Y53F4B.61	Y53F4B.61
B0454.21	B0454.21
C09G5.12	C09G5.12
F54C9.13	21ur-12386
T05A6.8	T05A6.8
F18C5.12	21ur-12158
C09D8.7	C09D8.7
E01G4.8	E01G4.8
F37B12.7	F37B12.7
F10C1.15	F10C1.15
F55C12.11	F55C12.11
Y46G5A.45	Y46G5A.45
C15F1.11	21ur-14704
F26H11.9	F26H11.9
C47G2.17	C47G2.17
C16C8.24	C16C8.24
C56C10.15	C56C10.15
K12D12.9	K12D12.9
R06F6.13	R06F6.13
B0034.13	B0034.13
F54H5.11	F54H5.11
C04A2.8	C04A2.8
B0457.14	B0457.14
Y54G9A.14	Y54G9A.14
Y38F1A.12	Y38F1A.12
F09C12.10	21ur-15200
C18H9.12	C18H9.12
Y49F6A.7	Y49F6A.7
ZK669.9	ZK669.9
C27D6.13	C27D6.13
F43C11.14	F43C11.14
Y46D2A.4	21ur-14766
C44B7.13	21ur-13828
C18E9.13	C18E9.13
F15D4.9	21ur-10687
Y74E4A.2	21ur-10128
T13B5.11	T13B5.11
C18A3.23	C18A3.23
2L52.2	2L52.2
C09H10.14	C09H10.14
F31E8.16	F31E8.16
ZK945.11	ZK945.11
W02B8.9	W02B8.9
C33F10.20	C33F10.20
Y57A10A.44	Y57A10A.44
F42G4.8	21ur-12112
F32A11.9	F32A11.9
F10C1.16	F10C1.16
T19D12.12	T19D12.12
F56D12.7	21ur-13751
T06D8.13	T06D8.13
B0334.19	B0334.19
R53.9	R53.9
B0304.10	B0304.10
E04D5.6	21ur-13326
T05A6.13	T05A6.13
Y48B6A.25	Y48B6A.25
F29A7.9	F29A7.9
B0286.8	B0286.8
C29H12.9	C29H12.9
F09E5.18	F09E5.18
F09E5.20	F09E5.20
F40H3.13	F40H3.13
C06A8.13	C06A8.13
Y46E12BL.7	Y46E12BL.7
C28F5.8	C28F5.8
F18A1.10	F18A1.10
F34D6.10	F34D6.10
R07G3.10	R07G3.10
R09D1.16	R09D1.16
T09F3.6	T09F3.6
C18H9.9	C18H9.9
F55C12.13	F55C12.13
ZK20.8	ZK20.8
B0034.9	B0034.9
K02C4.9	K02C4.9
F56D1.17	F56D1.17
F12A10.11	F12A10.11
F40H3.7	F40H3.7
T27F7.5	T27F7.5
F48A11.9	F48A11.9
Y51H7C.29	Y51H7C.29
C50E10.15	C50E10.15
F43E2.13	linc-169
C32D5.18	C32D5.18
ZK84.14	ZK84.14
C04H4.6	C04H4.6
R03D7.10	R03D7.10
T05A6.15	T05A6.15
T09A5.16	T09A5.16
W08F4.18	W08F4.18
R05H5.9	21ur-15355
F12E12.13	21ur-14906
Y52E8A.7	Y52E8A.7
Y54G11A.18	Y54G11A.18
C08B11.10	21ur-14449
W05H5.9	W05H5.9
C54A12.7	C54A12.7
F35C11.8	21ur-13324
ZK20.7	21ur-14663
F35D2.14	F35D2.14
F43G6.15	F43G6.15
C01G12.14	C01G12.14
F54D5.21	F54D5.21
C44C11.8	linc-164
C07E3.15	C07E3.15
F46C5.11	F46C5.11
R153.9	R153.9
Y53C12B.8	Y53C12B.8
T24E12.14	T24E12.14
T21B10.12	T21B10.12
T27D12.9	T27D12.9
Y14H12A.4	Y14H12A.4
F35C11.12	F35C11.12
F21H12.10	anr-22
C09D8.14	C09D8.14
D2013.12	21ur-14760
C18D1.11	C18D1.11
K03H9.5	K03H9.5
ZK84.11	ZK84.11
F18A11.12	F18A11.12
C30B5.14	C30B5.14
T05A6.19	T05A6.19
K01A2.13	K01A2.13
W10G11.22	21ur-14717
F37H8.9	F37H8.9
ZK1131.1	21ur-11158
Y51H7BR.11	Y51H7BR.11
F31E8.20	F31E8.20
C33B4.8	C33B4.8
K12H6.14	K12H6.14
C33F10.19	C33F10.19
F38A3.3	F38A3.3
T24B8.12	T24B8.12
C56E6.15	C56E6.15
T01H3.8	T01H3.8
F54H5.7	F54H5.7
C52A11.5	C52A11.5
C47G2.9	C47G2.9
Y39G8C.13	Y39G8C.13
Y54G9A.12	Y54G9A.12
C04H4.2	C04H4.2
F37B12.13	F37B12.13
F35H8.9	F35H8.9
F44E5.6	F44E5.6
F31E8.21	F31E8.21
F52H3.8	21ur-14218
F22D3.9	F22D3.9
T24B8.14	T24B8.14
