Ensembl Gene ID	Associated Gene Name	Descriptio
AT5G08050	AT5G08050	uncharacterized protein
AT1G32630	AT1G32630	uncharacterized protein
AT3G56010	AT3G56010	uncharacterized protein
AT5G22740	ATCSLA2	glucomannan 4-beta-mannosyltransferase 2
AT5G44894	AT5G44894	uncharacterized protein
AT2G11271	AT2G11271	uncharacterized protein
AT5G13950	AT5G13950	uncharacterized protein
AT5G44283	AT5G44283	pre-tRNA
AT2G36261	AT2G36261	uncharacterized protein
AT3G09050	AT3G09050	uncharacterized protein
AT3G60980	AT3G60980	pentatricopeptide repeat-containing protein
AT2G40050	AT2G40050	cysteine/histidine-rich C1 domain-containing protein
AT5G28667	AT5G28667	pseudogene
AT2G14180	AT2G14180	transposable element gene
AT1G09260	AT1G09260	Chaperone DnaJ-domain-containing protein
AT4G16008	AT4G16008	uncharacterized protein
AT3G54200	AT3G54200	late embryogenesis abundant hydroxyproline-rich glycoprotein
AT1G51940	AT1G51940	LysM type receptor kinase-like protein
AT1G40109	AT1G40109	transposable element gene
AT5G34845	AT5G34845	transposable element gene
AT1G09320	AT1G09320	agenet domain-containing protein
AT3G49640	AT3G49640	tRNA-dihydrouridine synthase 2
AT4G16195	AT4G16195	self-incompatibility S1 family protein
AT1G55180	PLDEPSILON	phospholipase D epsilon
AT3G22133	AT3G22133	transposable element gene
AT1G28395	AT1G28395	uncharacterized protein
AT3G55830	EPC1	nucleotide-diphospho-sugar transferase-like protein
AT3G47160	AT3G47160	RING/U-box domain-containing protein
AT4G21800	QQT2	XPA-binding protein 1
AT4G08405	AT4G08405	transposable element gene
AT4G16670	AT4G16670	uncharacterized protein
AT3G21670	AT3G21670	major facilitator protein
AT2G11320	AT2G11320	transposable element gene
AT3G23730	XTH16	xyloglucan:xyloglucosyl transferase
AT4G03860	AT4G03860	transposable element gene
AT1G72950	AT1G72950	TIR-NBS class of disease resistance protein
AT5G46980	AT5G46980	plant invertase/pectin methylesterase inhibitor domain-containing protein
AT3G26872	AT3G26872	Pseudogene of AT3G26880self-incompatibility protein-related
AT5G14540	AT5G14540	uncharacterized protein
AT5G23400	AT5G23400	leucine-rich repeat-containing protein
AT1G79330	AMC6	metacaspase 5
AT1G50200	ACD	Alanyl-tRNA synthetase
AT1G70720	AT1G70720	plant invertase/pectin methylesterase inhibitor domain-containing protein
AT1G43897	AT1G43897	transposable element gene
AT1G50280	AT1G50280	phototropic-responsive NPH3-like protein
AT4G09660	AT4G09660	uncharacterized protein
AT1G28310	AT1G28310	Dof zinc finger protein DOF1.4
AT1G27280	AT1G27280	paired amphipathic helix repeat-containing protein
AT1G42300	AT1G42300	transposable element gene
AT5G24160	SQE6	Squalene monooxygenase 1,2
AT3G12650	AT3G12650	uncharacterized protein
AT5G50805	AT5G50805	pre-tRNA
AT3G48920	AtMYB45	myb domain protein 45
AT4G07360	AT4G07360
AT5G06110	AT5G06110	DnaJ and myb-like DNA-binding domain-containing protein
AT3G59300	AT3G59300	pentatricopeptide repeat-containing protein-like protein
AT3G19640	MGT4	magnesium transporter MRS2-3
AT1G03110	TRM82	transducin/WD-40 repeat-containing protein
AT4G06587	AT4G06587	transposable element gene
AT3G47833	AT3G47833	uncharacterized protein
AT4G23140	CRK6	cysteine-rich receptor-like protein kinase 6
AT5G66520	AT5G66520	pentatricopeptide repeat-containing protein
AT3G46240	AT3G46240	uncharacterized protein
AT3G22550	AT3G22550	uncharacterized protein
AT5G34851	AT5G34851
AT1G61200	AT1G61200	homeobox-leucine zipper related-protein
AT1G15060	AT1G15060	PhaC and hydrolase domain-containing protein
AT2G19040	RALFL12	RALF-like 12 protein
AT3G19350	MPC	poly-A binding protein-like protein
AT5G44416	AT5G44416	transposable element gene
AT1G03200	AT1G03200	uncharacterized protein
AT4G02440	EID1	phytochrome A-associated F-box protein
AT3G01540	DRH1	DEAD-box ATP-dependent RNA helicase 14
AT3G05360	AtRLP30	receptor like protein 30
AT3G11745	AT3G11745	uncharacterized protein
AT5G15400	AT5G15400	putative ubiquitin conjugation factor E4
AT1G11090	AT1G11090	alpha/beta-hydrolase-like protein
AT1G01110	IQD18	protein IQ-domain 18
AT4G35250	AT4G35250	Rossmann-fold NAD(P)-binding domain-containing protein
AT1G51913	AT1G51913	uncharacterized protein
AT1G65190	AT1G65190	protein kinase domain-containing protein
AT2G31660	SAD2	Importin 7-like protein URM9
AT4G08230	AT4G08230	glycine-rich protein
AT1G36510	AT1G36510	nucleic acid-binding domain-containing protein
AT3G19990	AT3G19990	uncharacterized protein
AT2G18920	AT2G18920	uncharacterized protein
AT4G12120	SEC1B	protein transport sec1b
AT1G50055	TAS1B	TAS1Bother RNA
AT2G07580	AT2G07580	transposable element gene
AT1G14320	SAC52	60S ribosomal protein L10-1
AT1G52720	AT1G52720	uncharacterized protein
AT5G53470	ACBP1	acyl-CoA binding protein 1
AT4G34470	ASK12	S-phase kinase-associated protein 1
AT5G53487	AT5G53487	pre-tRNA
AT1G69710	AT1G69710	regulator of chromosome condensation and FYVE zinc finger domain-containing protein
AT2G22290	ATRAB6	RAB GTPase-like protein H1D
AT3G53220	AT3G53220	thioredoxin-like 3-3
AT5G52145	AT5G52145	Encodes a defensin-like (DEFL) family protein
AT2G48030	AT2G48030	endonuclease/exonuclease/phosphatase domain-containing protein
AT1G04160	XI-8	myosin XI B
AT5G15980	AT5G15980	pentatricopeptide repeat-containing protein
AT1G71720	AT1G71720	small subunit ribosomal protein S1
AT5G46060	AT5G46060	uncharacterized protein
AT4G15660	AT4G15660	monothiol glutaredoxin-S8
AT3G49690	RAX3	transcription factor RAX3
AT1G33980	UPF3	Smg-4/UPF3-like protein
AT3G46760	AT3G46760	protein kinase family protein
AT3G53370	AT3G53370	DNA-binding protein S1FA1
AT4G01820	MDR3	ABC transporter B family member 3
AT2G33855	AT2G33855	uncharacterized protein
AT2G42830	SHP2	agamous-like MADS-box protein AGL5
AT5G12230	MED19A	uncharacterized protein
AT3G24068	AT3G24068	self-incompatibility S1 family protein
AT3G12210	AT3G12210	DNA binding protein
AT3G09900	ATRABE1E	RAB GTPase-like protein E1E
AT5G22450	AT5G22450	uncharacterized protein
AT5G28065	AT5G28065	transposable element gene
AT2G07775	AT2G07775	uncharacterized protein
AT5G19000	ATBPM1	BTB-POZ and math domain-containing protein
AT2G46995	AT2G46995	uncharacterized protein
AT3G57380	AT3G57380	Glycosyltransferase family 61 protein
AT3G02950	THO7	Tho complex subunit 7/Mft1p
AT1G56980	AT1G56980	pre-tRNA
AT3G12915	AT3G12915	Ribosomal protein S5/Elongation factor G/III/V family protein
AT3G50410	OBP1	Dof zinc finger protein DOF3.4
AT5G07190	ATS3	embryo-specific protein 3
AT4G11375	AT4G11375	transposable element gene
AT3G60480	AT3G60480	uncharacterized protein
AT5G07800	AT5G07800	flavin-containing monooxygenase-like protein
AT4G05581	AT4G05581
AT5G53030	AT5G53030	uncharacterized protein
AT5G37720	ALY4	THO complex subunit 4
AT5G63250	AT5G63250	carbohydrate-binding X8 domain-containing protein
AT2G46567	AT2G46567	uncharacterized protein
AT4G22940	AT4G22940	protein kinase family protein
AT2G44600	AT2G44600	uncharacterized protein
AT2G12340	AT2G12340	transposable element gene
AT5G50580	SAE1B	SUMO-activating enzyme subunit 1B
AT1G33880	AT1G33880	avirulence-induced protein
AT3G52100	AT3G52100	RING/FYVE/PHD zinc finger-containing protein
AT3G49520	AT3G49520	putative F-box protein
AT5G15581	AT5G15581	uncharacterized protein
AT3G26990	AT3G26990	ENTH/VHS family protein
AT5G51195	AT5G51195	uncharacterized protein
AT1G43190	PTB3	polypyrimidine tract-binding protein 3
AT2G39690	AT2G39690	uncharacterized protein
AT5G52500	AT5G52500	uncharacterized protein
AT4G02000	AT4G02000	uncharacterized protein
AT5G28465	AT5G28465	uncharacterized protein
AT5G65520	AT5G65520	tetratricopeptide repeat domain-containing protein
AT4G31805	AT4G31805	WRKY family transcription factor
AT4G25170	AT4G25170	uncharacterized protein
AT3G50070	CYCD3;3	cyclin-D3-3
AT5G58460	ATCHX25	cation/H(+) antiporter 25
AT3G05165	AT3G05165	sugar transporter ERD6-like 11
AT3G19980	FYPP3	phytochrome-associated serine/threonine protein phosphatase 3
AT2G22780	PMDH1	malate dehydrogenase
AT4G00160	AT4G00160	F-box, FBD and leucine rich repeat domain-containing protein
AT2G46830	CCA1	protein CCA1
AT4G14251	AT4G14251	uncharacterized protein
AT1G19770	PUP14	purine permease 14
AT1G31245	AT1G31245	Encodes a defensin-like (DEFL) family protein
AT5G06420	AT5G06420	zinc finger CCCH domain-containing protein 51
AT3G43250	AT3G43250	uncharacterized protein
AT1G16500	AT1G16500	uncharacterized protein
AT1G50430	DWF5	7-dehydrocholesterol reductase
AT3G54820	PIP2;5	putative aquaporin PIP2-5
AT1G38230	AT1G38230	transposable element gene
AT5G45530	AT5G45530	uncharacterized protein
AT4G07841	AT4G07841	Pseudogene of AT1G24440protein binding / zinc ion binding protein
AT4G26900	AT-HF	cyclase
AT3G22840	ELIP1	chlorophyll A-B binding, early light-inducible protein
AT1G77340	AT1G77340	pentatricopeptide repeat-containing protein
AT3G24380	AT3G24380	transposable element gene
AT3G28080	AT3G28080	nodulin MtN21 /EamA-like transporter family protein
AT5G07505	AT5G07505	transposable element gene
AT5G50770	HSD6	hydroxysteroid dehydrogenase 6
AT1G14620	DECOY	protein decoy
AT2G15530	AT2G15530	RING/U-box domain-containing protein
AT2G02680	AT2G02680	cysteine/histidine-rich C1 domain-containing protein
AT2G07490	AT2G07490	transposable element gene
AT4G20650	AT4G20650	receptor-like protein kinase-related protein
AT2G43600	AT2G43600	chitinase-like protein
AT1G22340	AtUGT85A7	UDP-glucosyl transferase 85A7
AT1G70650	AT1G70650	zinc finger (Ran-binding) domain-containing protein
AT3G44516	AT3G44516	Pseudogene of AT1G31990unknown protein
AT5G63170	AT5G63170	GDSL esterase/lipase
AT1G77710	AT1G77710	ubiquitin-fold modifier 1
AT2G28410	AT2G28410	uncharacterized protein
AT5G67000	AT5G67000	ethylene-responsive transcription factor ERF122
AT1G75410	BLH3	BEL1-like homeodomain 3
AT5G08270	AT5G08270	uncharacterized protein
AT3G02468	CPuORF9	uncharacterized protein
AT2G21188	AT2G21188	other RNA
AT1G15690	AVP1	Pyrophosphate-energized vacuolar membrane proton pump 1
AT4G11211	AT4G11211	uncharacterized protein
AT1G30900	VSR3;3	vacuolar sorting receptor 6
AT5G28570	AT5G28570
AT5G36090	AT5G36090	transposable element gene
AT1G49460	AT1G49460	pre-tRNA
AT2G11670	AT2G11670	transposable element gene
AT4G07810	AT4G07810
AT1G56675	AT1G56675	transposable element gene
ATMG00180	CCB452	cytochrome C biogenesis 452
AT1G26830	CUL3A	cullin 3
AT1G27730	STZ	zinc finger protein STZ/ZAT10
AT2G17980	ATSLY1	SEC1 family transport protein SLY1
AT3G24660	TMKL1	putative kinase-like protein TMKL1
AT1G21720	PBC1	proteasome subunit beta type-3-A
AT3G24614	AT3G24614	snoRNA
AT5G12220	AT5G12220	las1-like family protein
AT2G18328	ATRL4	RAD-like 4 protein
AT3G33106	AT3G33106	transposable element gene
AT1G20510	OPCL1	OPC-8:0 CoA ligase1
AT3G44400	AT3G44400	TIR-NBS-LRR class disease resistance protein
AT4G14690	ELIP2	early light-inducible protein 2
AT1G49150	AT1G49150	uncharacterized protein
AT3G54160	AT3G54160	syntaxin-related family protein
AT3G05200	ATL6	E3 ubiquitin-protein ligase ATL6
AT3G49700	ACS9	1-aminocyclopropane-1-carboxylate synthase 9
AT2G42700	AT2G42700	uncharacterized protein
AT2G02260	AT2G02260	transposable element gene
AT2G24761	AT2G24761	pseudogene
AT5G57570	AT5G57570	GCK domain-containing protein
AT5G18005	AT5G18005	pre-tRNA
AT4G10680	AT4G10680	transcription initiation factor TFIIB
AT1G30970	SUF4	C2H2-type zinc finger protein
AT1G80090	AT1G80090	cystathionine beta-synthase domain-containing protein
AT1G44800	AT1G44800	nodulin MtN21 /EamA-like protein
AT4G28520	CRU3	cruciferin 3
AT5G02620	ANK1	protein ankyrin-like1
AT1G20170	AT1G20170	pre-tRNA
AT4G07517	AT4G07517	transposable element gene
AT5G27870	AT5G27870	pectinesterase 28
AT1G25510	AT1G25510	aspartyl protease-like protein
AT2G42060	AT2G42060	cysteine/histidine-rich C1 domain-containing protein
AT3G22000	AT3G22000	cysteine-rich repeat secretory protein 30
AT5G43403	AT5G43403	other RNA
AT5G66710	AT5G66710	protein kinase family protein
AT2G45950	ASK20	SKP1-like protein 20
AT3G30755	AT3G30755	transposable element gene
AT3G27329	AT3G27329	self-incompatibility S1 family protein
AT3G18350	AT3G18350	uncharacterized protein
AT1G77840	AT1G77840	translation initiation factor eIF-5
AT1G80060	AT1G80060	ubiquitin-like domain-containing protein kinase
AT5G42410	AT5G42410	SAUR-like auxin-responsive protein
AT4G08101	AT4G08101	transposable element gene
AT3G21360	AT3G21360	clavaminate synthase-like protein
AT4G26690	GPDL2	putative glycerophosphoryl diester phosphodiesterase 2
AT4G28811	AT4G28811	transcription factor bHLH119
AT1G31390	AT1G31390	TRAF-like family protein
AT5G44585	AT5G44585	uncharacterized protein
AT2G32291	AT2G32291	Pseudogene of AT2G31470F-box family protein
AT5G63230	AT5G63230	carbohydrate-binding X8 domain-containing protein
AT3G61990	OMTF3	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT1G72050	TFIIIA	transcription factor IIIA
AT5G20550	AT5G20550	oxidoreductase, 2OG-Fe(II) oxygenase family protein
AT5G27043	AT5G27043
AT5G30460	AT5G30460	transposable element gene
AT3G57250	AT3G57250	Emsy N Terminus (ENT) domain-containing protein
AT3G02930	AT3G02930	uncharacterized protein
AT1G24148	AT1G24148	uncharacterized protein
AT4G14960	TUA6	tubulin alpha-6 chain
AT5G29805	AT5G29805	transposable element gene
AT3G60920	AT3G60920	uncharacterized protein
AT1G77520	AT1G77520	O-methyltransferase family protein
AT1G51402	AT1G51402	uncharacterized protein
AT5G01410	PDX1	Pyridoxal biosynthesis protein PDX1.3
AT2G21210	AT2G21210	SAUR-like auxin-responsive protein
AT4G19680	IRT2	Fe(2+) transport protein 2
AT1G27340	AT1G27340	F-box only protein 6
AT1G44900	MCM2	minichromosome maintenance protein 2
AT5G29030	AT5G29030	pseudogene
AT3G22660	AT3G22660	putative rRNA-processing protein EBP2-like protein
AT4G33355	AT4G33355	non-specific lipid-transfer protein 11
AT4G16380	AT4G16380	metal ion binding protein
AT4G12320	CYP706A6	cytochrome P450, family 706, subfamily A, polypeptide 6
AT1G75390	AtbZIP44	basic leucine-zipper 44
AT5G41210	ATGSTT1	glutathione S-transferase THETA 1
AT5G47400	AT5G47400	uncharacterized protein
AT5G35900	LBD35	LOB domain-containing protein 35
AT1G47630	CYP96A7	member of CYP96A
AT4G21140	AT4G21140	uncharacterized protein
AT3G11964	AT3G11964	RNA binding protein
AT2G17160	AT2G17160	Interleukin-1 receptor-associated kinase 4 protein
AT2G17305	AT2G17305	uncharacterized protein
AT3G58350	RTM3	restricted tev movement 3
AT5G03700	AT5G03700	PAN domain-containing protein
AT5G45540	AT5G45540	uncharacterized protein
AT4G18450	AT4G18450	ethylene-responsive transcription factor ERF091
AT2G05475	AT2G05475	transposable element gene
AT5G62300	AT5G62300	40S ribosomal protein S20-1
AT1G12672	AT1G12672	uncharacterized protein
AT5G40360	MYB115	myb domain protein 115
AT3G53580	AT3G53580	diaminopimelate epimerase
AT2G21910	CYP96A5	cytochrome P450, family 96, subfamily A, polypeptide 5
AT2G13705	AT2G13705	pseudogene
AT4G06610	AT4G06610
AT1G08160	AT1G08160	late embryogenesis abundant hydroxyproline-rich glycoprotein
AT1G15750	WSIP1	protein TOPLESS
AT1G28530	AT1G28530	uncharacterized protein
AT3G12300	AT3G12300	uncharacterized protein
AT5G46130	AT5G46130	uncharacterized protein
AT5G47230	ERF5	ethylene-responsive transcription factor 5
AT1G76490	HMG1	hydroxy methylglutaryl CoA reductase 1
AT3G03290	AT3G03290	Adenine nucleotide alpha hydrolases-like protein
AT2G22145	AT2G22145	ECA1 gametogenesis related family protein
AT5G04480	AT5G04480	UDP-glycosyltransferase family protein
AT5G33392	AT5G33392	transposable element gene
AT2G19650	AT2G19650	cysteine/histidine-rich C1 domain-containing protein
AT1G05170	AT1G05170	putative beta-1,3-galactosyltransferase 2
AT2G24590	RSZ22a	RNA recognition motif and CCHC-type zinc finger domain-containing protein
AT5G03570	IREG2	protein iron regulated 2
AT1G28080	AT1G28080	RING finger protein
AT5G55020	ATMYB120	myb domain protein 120
AT2G28420	AT2G28420	lactoylglutathione lyase / glyoxalase I-like protein
AT5G64240	MC3	metacaspase 3
AT2G04520	AT2G04520	OB-fold nucleic acid binding domain-containing protein
AT1G60450	AtGolS7	galactinol synthase 7
AT3G07740	ATADA2A	transcriptional adapter ADA2a
AT5G33387	AT5G33387	transposable element gene
AT1G56270	AT1G56270	uncharacterized protein
AT5G65770	LINC4	protein little nuclei4
AT2G05700	AT2G05700
AT1G79230	MST1	thiosulfate sulfurtransferase
AT2G20980	MCM10	minichromosome maintenance protein 10
AT5G29231	AT5G29231	uncharacterized protein
AT5G25150	TAF5	transcription initiation factor TFIID subunit D4
AT1G13310	AT1G13310	Endosomal targeting BRO1-like domain-containing protein
AT3G18150	AT3G18150	F-box domain-containing protein
AT4G25020	AT4G25020	D111/G-patch domain-containing protein
AT3G44910	ATCHX12	cation/H(+) antiporter 12
AT5G47870	AT5G47870	uncharacterized protein
AT3G12150	AT3G12150	uncharacterized protein
AT4G11080	AT4G11080	HMG (high mobility group) box protein
AT5G06450	AT5G06450	DnaQ-like exonuclease domain-containing protein
AT5G31807	AT5G31807	transposable element gene
AT4G32140	AT4G32140	EamA-like transporter family protein
AT5G26642	AT5G26642
AT1G09245	AT1G09245	Plant self-incompatibility protein S1 family
AT4G10603	AT4G10603	putative defensin-like protein 169
AT5G31909	AT5G31909	pseudogene
AT5G40000	AT5G40000	AAA-type ATPase family protein
AT5G28910	AT5G28910	uncharacterized protein
AT3G27380	SDH2-1	succinate dehydrogenase
AT3G43820	AT3G43820	pseudogene
AT5G66630	DAR5	DA1-related protein 5
AT3G32415	AT3G32415	transposable element gene
AT2G45310	GAE4	UDP-D-glucuronate 4-epimerase 4
AT5G60720	AT5G60720	uncharacterized protein
AT4G21585	ENDO4	endonuclease 4
AT1G52260	ATPDIL1-5	protein PDI-like 1-5
AT3G05080	AT3G05080	uncharacterized protein
AT3G54940	AT3G54940	Papain family cysteine protease
AT5G14640	SK13	Shaggy-related protein kinase epsilon
AT1G10230	ASK18	S-phase kinase-associated protein 1
AT2G19806	AT2G19806	transposable element gene
AT1G36890	AT1G36890	transposable element gene
AT5G34847	AT5G34847
AT1G54035	AT1G54035	pseudogene
AT2G46860	AtPPa3	pyrophosphorylase 3
AT3G33074	AT3G33074	transposable element gene
AT5G10050	AT5G10050	1-acylglycerone phosphate reductase
AT5G49000	AT5G49000	F-box/kelch-repeat protein
AT2G44240	AT2G44240	uncharacterized protein
AT1G68200	AT1G68200	zinc finger CCCH domain-containing protein 15
AT3G56680	AT3G56680	Single-stranded nucleic acid binding R3H protein
AT1G53900	AT1G53900	eukaryotic translation initiation factor 2B-like protein
AT3G50200	AT3G50200	uncharacterized protein
AT1G09310	AT1G09310	uncharacterized protein
AT5G17750	AT5G17750	AAA-type ATPase family protein
AT2G39920	AT2G39920	acid phosphatase class IIIB protein
AT1G55700	AT1G55700	cysteine/histidine-rich C1 domain-containing protein
AT2G07722	AT2G07722	uncharacterized protein
AT5G61660	AT5G61660	glycine-rich protein
AT2G19990	PR-1-LIKE	pathogenesis-related protein-1-like protein
AT3G06770	AT3G06770	polygalacturonase-like protein
AT3G24250	AT3G24250	glycine-rich protein
